ViralOTU	Closer	Accession	Status	VC	Level	Weight	Host	BaltimoreGroup	Realm	Kingdom	Phylum	Class	Order	Family	Subfamily	Genus
vOTU_1388	Cronobacter phage ES2	JF314845	Outlier	n.a.	1N1	5	Cronobacter	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_1389	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_139	Bifidobacterium phage Bbif-1	GQ141189	Clustered	VC_1336_0	2C1	17	Bifidobacterium	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Unclassified	Unclassified
vOTU_1390	Escherichia virus Lambda_4C10	LR595861	Clustered	VC_1145_0	1N3	1	Escherichia	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_1391	Klebsiella phage ST11-OXA48phi15.1	MK433579	Outlier	n.a.	1N2	10	Klebsiella	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_1392	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1393	Siphovirus 29632	KY053532	Outlier	n.a.	1N1	1	Unspecified	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_1394	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1395	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1396	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1397	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1398	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1399	Escherichia virus Lambda_2G7b	LR595866	Outlier	n.a.	1N1	12	Escherichia	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_14	n.a.	n.a.	Clustered	VC_1380_0	F	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_140	Bifidobacterium phage Bbif-1	GQ141189	Overlap (VC_806/VC_1337)	n.a.	2N1	23	Bifidobacterium	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_1400	Escherichia phage phiv205-1	MN340231	Clustered	VC_449_0	1N7	1	Escherichia	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_1401	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1402	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1403	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1404	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1405	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1406	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1407	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1408	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1409	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_141	Lactococcus phage bIL285	AF323668	Overlap (VC_236/VC_290)	n.a.	1C1	1	Lactococcus	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Unclassified	O
vOTU_1410	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1411	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1412	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1413	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1414	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1415	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1416	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1417	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1418	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1419	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_142	Streptococcus phage phi-SsuFJNP8_rum	MN270261	Clustered	VC_1381_0	3N1	3	Streptococcus	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_1420	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1421	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1422	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1423	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1424	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1425	Escherichia phage 503046	CP025887	Clustered	VC_672_0	1C1	12	Escherichia	Unclassified	Unclassified	n.a.	n.a.	n.a.	n.a.	Unclassified	Unclassified	Unclassified
vOTU_1426	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1427	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1428	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1429	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_143	Klebsiella phage 4LV2017	KY271398	Clustered	VC_2_0	1C1	96	Klebsiella	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Peduovirinae	Felsduovirus
vOTU_1430	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1431	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1432	Providencia phage PSTRCR_117lys	MW358929	Clustered	VC_679_0	1N3	2	Providencia	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_1433	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1434	Escherichia phage Henu7	LR881103	Outlier	n.a.	1N1	7	Escherichia	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_1435	Campylobacter phage A11a	MG065691	Outlier	n.a.	1N1	3	Campylobacter	Unclassified	Unclassified	n.a.	n.a.	n.a.	n.a.	O	O	O
vOTU_1436	n.a.	n.a.	Clustered	VC_1382_0	F	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1437	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1438	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1439	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_144	n.a.	n.a.	Clustered	VC_1383_0	F	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1440	Campylobacter phage PC10	MZ047271	Clustered	VC_652_0	1N2	3	Campylobacter	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_1441	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1442	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1443	Escherichia phage RCS47	FO818745	Clustered	VC_1375_0	3C1	5	Escherichia	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Unclassified	Punavirus
vOTU_1444	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1445	n.a.	n.a.	Clustered	VC_1384_0	F	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1446	Enterobacteria phage phi80	FN582354	Clustered	VC_60_0	1N2	19	Enterobacteria	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_1447	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1448	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1449	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_145	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1450	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1451	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1452	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1453	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1454	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1455	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1456	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1457	Bifidobacterium phage BigBern1	MT006237	Outlier	n.a.	1N1	5	Bifidobacterium	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_1458	Streptococcus phage phi-SsuFJNP8_rum	MN270261	Outlier	n.a.	2N1	2	Streptococcus	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_1459	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_146	Klebsiella phage ST405-OXA48phi1.1	MK388859	Overlap (VC_172/VC_173)	n.a.	1N3	72	Klebsiella	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_1460	Streptococcus phage IPP61	KY065497	Clustered	VC_1364_0	3C1	5	Streptococcus	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Unclassified	Unclassified
vOTU_1461	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1462	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1463	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1464	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1465	Escherichia virus Lambda_4C10	LR595861	Outlier	n.a.	2N1	3	Escherichia	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_1466	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1467	Klebsiella phage ST147-VIM1phi7.1	MK416018	Outlier	n.a.	1N2	2	Klebsiella	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_1468	Staphylococcus phage MRSA107	KY038360	Outlier	n.a.	1N1	2	Staphylococcus	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_1469	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_147	Gordonia phage EpicDab	MK660712	Clustered	VC_899_0	1N6	3	Gordonia	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_1470	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1471	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1472	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1473	Enterobacteria phage PPompW_699	LC567826	Clustered	VC_1139_0	2C1	17	Enterobacteria	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Unclassified	Unclassified
vOTU_1474	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1475	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1476	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1477	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1478	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1479	Enterobacteria phage P4	X51522	Outlier	n.a.	1N1	8	Enterobacteria	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_148	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1480	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1481	Klebsiella phage Kp4856-1	OK490410	Outlier	n.a.	1N1	4	Klebsiella	Unclassified	Unclassified	n.a.	n.a.	n.a.	n.a.	O	O	O
vOTU_1482	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1483	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1484	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1485	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1486	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1487	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1488	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1489	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_149	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1490	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1491	Salmonella phage 29485	KY709687	Outlier	n.a.	1N1	12	Salmonella	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_1492	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1493	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1494	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1495	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1496	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1497	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1498	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1499	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_15	Streptococcus phage Javan422	MK448934	Outlier	n.a.	1N1	38	Streptococcus	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_150	Klebsiella phage 3LV2017	KY271397	Clustered	VC_203_0	1C2	81	Klebsiella	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Peduovirinae	Reginaelenavirus
vOTU_1500	Salmonella phage epsilon15	AY150271	Outlier	n.a.	2N1	3	Salmonella	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_1501	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1502	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1503	n.a.	n.a.	Clustered	VC_1385_0	F	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1504	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1505	Streptococcus phage IPP61	KY065497	Outlier	n.a.	2N2	2	Streptococcus	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
vOTU_1506	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1507	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1508	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1509	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_151	Clostridium phage phiMMP01	LN681541	Overlap (VC_132/VC_133)	n.a.	1C1	35	Clostridium	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Unclassified	O
vOTU_1510	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1511	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1512	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1513	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1514	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1515	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1516	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1517	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1518	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1519	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_152	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1520	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1521	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1522	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1523	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1524	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
vOTU_1525	Klebsiella phage ST16-OXA48phi5.3	MK416014	Outlier	n.a.	1N1	8	Klebsiella	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	O	O	O
